neg-F3	neg-F4	neg-M1	neg-M2	pos-F3	pos-F4	pos-M1	pos-M2
ENSMUSG00000020420	54	20	12	89	55	91	19	54
ENSMUSG00000020422	1021	263	518	917	917	762	599	812
ENSMUSG00000020423	26685	23932	16917	24225	14532	7268	7962	8324
ENSMUSG00000020424	115	25	60	98	13	1	4	5
ENSMUSG00000020427	3315	1236	2716	3943	177	30	6	21
ENSMUSG00000020428	0	0	0	0	0	0	0	0
ENSMUSG00000020429	5	6	4	4	0	0	0	0
ENSMUSG00000020430	2105	805	1392	1523	2484	1852	2568	1888
ENSMUSG00000020431	46	52	137	72	11	12	9	8
ENSMUSG00000020432	5139	2547	5277	4708	6784	9983	12850	7540
ENSMUSG00000020434	20	29	21	78	55	19	43	68
ENSMUSG00000020435	296	108	187	220	165	77	59	80
ENSMUSG00000020436	50	53	47	51	14	13	5	12
ENSMUSG00000020437	7	6	29	19	3	0	4	4
ENSMUSG00000020439	375	58	326	484	15	2	2	8
ENSMUSG00000020440	6365	4360	6472	7480	6072	6399	5343	6692
ENSMUSG00000020441	502	765	595	552	359	260	235	282
ENSMUSG00000020444	8912	9209	8283	8187	9156	16116	11650	10961
ENSMUSG00000020447	12	4	36	10	1	0	2	0
ENSMUSG00000020448	2296	623	1221	1700	2954	2528	2612	2127
ENSMUSG00000020451	2034	647	1375	1866	1450	1289	1339	1311
ENSMUSG00000020453	1250	259	685	1063	960	722	915	824
ENSMUSG00000020454	1485	579	826	1285	1466	1318	1363	911
ENSMUSG00000020455	1107	346	583	1009	1009	986	845	751
ENSMUSG00000020456	13012	1436	5202	8976	13729	7846	12762	11690
ENSMUSG00000020457	6890	4976	5541	6093	7155	10639	8479	7331
ENSMUSG00000020458	4309	1055	1951	4216	5035	4727	3413	4135
ENSMUSG00000020459	1093	580	477	1015	986	908	774	795
ENSMUSG00000020460	894	1452	1118	778	1043	1511	801	756
ENSMUSG00000020461	6	16	16	6	19	14	11	12
ENSMUSG00000020462	5056	3843	3645	4697	5216	6516	3888	4305
ENSMUSG00000020463	3159	1572	1330	2390	3251	2808	2498	2533
ENSMUSG00000020464	1176	388	498	1061	1205	1122	710	931
ENSMUSG00000020467	2	14	46	41	9	9	0	5
ENSMUSG00000020469	2	3	1	1	1	1	3	1
ENSMUSG00000020471	2149	1798	1170	1252	2717	1833	2096	1803
ENSMUSG00000020472	817	137	350	682	604	431	426	614
ENSMUSG00000020473	169	67	312	386	6	0	14	0
ENSMUSG00000020474	485	102	219	348	459	376	391	420
ENSMUSG00000020475	22	3	0	16	10	9	14	7
ENSMUSG00000020476	3824	1503	2777	3226	3507	3057	2747	2884
ENSMUSG00000020477	1687	2489	1550	1530	1486	2285	1706	1648
ENSMUSG00000020481	0	0	0	0	0	0	0	0
ENSMUSG00000020482	1938	751	649	1830	1849	1312	1112	1623
ENSMUSG00000020483	2129	2489	1564	2148	2095	2877	1908	1987
ENSMUSG00000020484	32368	16137	21236	25959	31591	33726	29170	27644
ENSMUSG00000020485	1156	1525	1127	1115	945	1530	1285	1080
ENSMUSG00000020486	584	494	298	575	139	47	30	48
ENSMUSG00000020490	12	5	2	4	3	6	0	4
ENSMUSG00000020491	401	178	161	330	489	370	295	336
ENSMUSG00000020492	501	303	207	436	522	294	178	357
ENSMUSG00000020493	21	22	6	23	16	25	10	18
ENSMUSG00000020495	287	69	86	196	401	147	217	221
ENSMUSG00000020496	7193	2997	5968	6755	5985	6019	5334	5282
ENSMUSG00000020513	339	160	118	282	440	385	259	207
ENSMUSG00000020514	764	1173	688	714	807	1073	741	663
ENSMUSG00000020515	3904	2109	3151	4110	3499	3276	3592	3733
ENSMUSG00000020516	1871	1209	896	1857	2159	2180	1940	1836
ENSMUSG00000020519	1147	709	1144	1226	1105	2092	1599	1294
ENSMUSG00000020520	2715	302	1491	2676	2502	1746	2674	2353
ENSMUSG00000020521	1612	1081	1172	1972	1594	2829	2521	2083
ENSMUSG00000020522	1682	1165	899	1388	1484	1643	1433	1296
ENSMUSG00000020523	2684	1557	1550	2662	2604	2995	2684	2595
ENSMUSG00000020524	26	25	28	27	7	126	111	70
ENSMUSG00000020525	1043	408	405	626	689	737	621	531
ENSMUSG00000020526	920	1077	633	829	792	1290	800	814
ENSMUSG00000020527	97	17	51	87	66	65	56	60
ENSMUSG00000020528	1077	784	795	1114	1247	1151	801	970
ENSMUSG00000020530	4376	3573	2518	4476	4181	5768	3938	3859
ENSMUSG00000020532	297	187	124	321	361	271	250	281
ENSMUSG00000020534	100	75	42	101	88	72	52	77
ENSMUSG00000020536	775	104	521	690	562	431	507	452
ENSMUSG00000020537	2402	1238	1837	1942	2353	2495	2435	2020
ENSMUSG00000020538	4512	317	2151	3278	4470	2270	2066	3482
ENSMUSG00000020541	1411	732	656	1147	1410	1067	877	1367
ENSMUSG00000020542	12	11	10	10	4	4	5	3
ENSMUSG00000020544	566	480	319	513	525	594	471	377
ENSMUSG00000020545	0	0	0	0	0	0	0	0
ENSMUSG00000020546	757	507	357	750	799	575	590	725
ENSMUSG00000020547	982	638	758	967	1005	1251	890	788
ENSMUSG00000020548	1	11	0	9	6	0	2	1
ENSMUSG00000020549	1210	248	704	949	1381	808	1017	827
ENSMUSG00000020553	639	238	251	424	737	653	304	403
ENSMUSG00000020561	606	629	483	731	619	897	569	450
ENSMUSG00000020562	346	678	292	360	205	846	506	399
ENSMUSG00000020564	857	473	417	727	557	519	431	431
ENSMUSG00000020566	22	14	11	8	35	42	12	34
ENSMUSG00000020570	2390	1063	1436	2307	1974	2453	2373	2135
ENSMUSG00000020571	87542	56685	47561	57189	96342	132316	137919	104760
ENSMUSG00000020572	1353	398	497	1088	1303	1073	712	897
ENSMUSG00000020573	1	1	0	29	2	15	3	0
ENSMUSG00000020576	1512	355	795	1244	1673	1910	2352	2397
ENSMUSG00000020577	33691	27599	24036	31726	35485	78833	75788	50336
ENSMUSG00000020580	1568	637	407	1033	1931	1469	1704	1171
ENSMUSG00000020581	75	19	50	8	17	17	6	10
ENSMUSG00000020583	0	0	0	0	0	0	0	0
ENSMUSG00000020585	21799	13639	18080	21282	22118	37554	29560	24355
ENSMUSG00000020589	41	37	20	36	24	24	14	5
ENSMUSG00000020590	1686	346	563	1317	1995	1463	1561	1567
ENSMUSG00000020591	0	0	4	0	0	0	0	0
ENSMUSG00000020592	249	90	396	200	213	436	411	144
ENSMUSG00000020593	2099	360	1187	1828	2107	1786	3138	2750
ENSMUSG00000020594	572	325	429	1031	756	769	697	658
ENSMUSG00000020598	185	87	74	181	116	83	12	23
ENSMUSG00000020599	3074	1167	2205	2312	3238	4863	4964	3660
ENSMUSG00000020600	0	1	5	0	9	5	2	6
ENSMUSG00000020601	773	106	182	608	411	324	257	250
ENSMUSG00000020604	224	34	64	94	227	161	97	132
ENSMUSG00000020605	738	126	283	460	701	411	612	505
ENSMUSG00000020607	2993	1332	1768	2585	1279	1598	1321	1069
ENSMUSG00000020608	2423	3076	1148	2075	2152	3123	2213	2025
ENSMUSG00000020609	5	3	1	3	26	16	13	5
ENSMUSG00000020610	2453	1837	2023	2497	2643	3952	3313	2820
ENSMUSG00000020611	1305	522	434	1100	1411	1259	1203	1134
ENSMUSG00000020612	58058	36597	49750	51048	58002	111997	128679	69970
ENSMUSG00000020614	2678	1381	2578	2937	2833	3803	4158	2586
ENSMUSG00000020617	2	3	0	2	1	0	0	8
ENSMUSG00000020620	214	84	83	285	175	214	199	257
ENSMUSG00000020621	2643	2087	1759	2402	2739	3729	2749	2573
ENSMUSG00000020622	0	3	0	2	5	5	0	1
ENSMUSG00000020623	76	37	61	66	59	69	55	49
ENSMUSG00000020624	0	0	0	0	0	0	0	0
ENSMUSG00000020627	55	30	60	46	46	184	160	76
ENSMUSG00000020628	1767	311	840	1368	2288	1107	1270	1553
ENSMUSG00000020629	8817	4321	6183	7311	12560	8898	6457	7203
ENSMUSG00000020630	801	596	602	508	880	944	1125	814
ENSMUSG00000020633	0	0	0	0	0	0	1	0
ENSMUSG00000020634	3986	1952	1236	2478	5071	3718	3565	3251
ENSMUSG00000020635	2053	914	878	1980	3584	1409	1083	2047
ENSMUSG00000020636	0	0	0	0	0	0	0	0
ENSMUSG00000020638	1762	444	634	1506	1740	1340	1217	1263
ENSMUSG00000020639	81	49	65	67	92	82	66	54
ENSMUSG00000020640	1086	596	300	651	921	509	450	449
ENSMUSG00000020641	236	70	116	412	43	78	36	52
ENSMUSG00000020642	69	17	55	106	7	15	6	10
ENSMUSG00000020644	1268	1158	1083	1569	901	1023	550	700
ENSMUSG00000020646	4358	1409	1962	3402	5818	4963	4420	5198
ENSMUSG00000020647	1994	616	951	2103	2097	1548	1047	1286
ENSMUSG00000020648	91	60	65	119	58	104	43	73
ENSMUSG00000020649	463	267	511	409	730	990	954	931
ENSMUSG00000020650	1496	1147	877	1363	1474	2746	2026	1675
ENSMUSG00000020651	0	8	14	6	13	101	113	46
ENSMUSG00000020652	191	99	161	277	217	299	236	190
ENSMUSG00000020653	2917	892	3239	3930	1972	1631	3192	2462
ENSMUSG00000020654	282	50	296	292	120	124	150	92
ENSMUSG00000020656	617	262	423	756	551	270	422	644
ENSMUSG00000020657	534	133	192	416	480	291	237	153
ENSMUSG00000020658	234	27	49	138	129	247	221	254
ENSMUSG00000020659	1265	655	793	1092	1499	1082	978	1100
ENSMUSG00000020660	253	400	255	257	271	393	330	320
ENSMUSG00000020661	2469	1086	680	2131	2946	1637	1207	1404
ENSMUSG00000020664	6349	2672	3463	5116	7360	7867	5704	5579
ENSMUSG00000020668	882	118	423	722	591	686	687	523
ENSMUSG00000020669	630	571	473	559	647	1059	654	597
ENSMUSG00000020671	8642	3558	3975	7091	8923	8469	7578	7959
ENSMUSG00000020672	255	243	152	147	341	518	441	250
ENSMUSG00000020673	20	4	1	6	40	27	14	24
ENSMUSG00000020674	136	33	117	247	25	10	17	4
ENSMUSG00000020676	68	177	111	112	0	0	3	0
ENSMUSG00000020677	1615	752	474	1104	1512	1713	1377	1258
ENSMUSG00000020679	1000	422	557	754	949	919	642	663
ENSMUSG00000020680	47	56	88	169	50	103	49	68
ENSMUSG00000020681	403	32	239	582	16	40	60	35
ENSMUSG00000020682	1	4	0	9	0	1	0	0
ENSMUSG00000020684	244	36	142	171	133	135	121	105
ENSMUSG00000020686	2	1	0	0	0	0	0	1
ENSMUSG00000020687	967	475	419	813	1032	1250	911	701
ENSMUSG00000020689	107	20	17	68	42	39	7	26
ENSMUSG00000020690	0	0	0	0	0	0	0	1
ENSMUSG00000020691	319	248	235	360	341	338	273	328
ENSMUSG00000020692	308	132	376	327	293	351	417	353
ENSMUSG00000020694	868	422	488	845	813	746	671	726
ENSMUSG00000020695	41	7	43	59	3	9	27	6
ENSMUSG00000020696	841	144	337	498	654	807	973	635
ENSMUSG00000020697	832	159	243	525	874	577	671	620
ENSMUSG00000020698	70	51	38	51	84	124	72	62
ENSMUSG00000020700	1723	373	901	1225	1583	730	1058	1137
ENSMUSG00000020701	0	0	0	0	5	1	0	0
ENSMUSG00000020702	0	0	0	0	0	0	0	0
ENSMUSG00000020703	84	33	38	64	80	43	51	36
ENSMUSG00000020704	724	262	484	753	427	1022	1008	803
ENSMUSG00000020705	3195	914	1460	2462	3266	2120	2544	2698
ENSMUSG00000020706	1450	537	763	1048	1493	1376	1708	1350
ENSMUSG00000020707	650	384	283	453	610	569	545	514
ENSMUSG00000020708	5995	6035	5149	4926	6029	6736	5577	4867
ENSMUSG00000020709	48	46	27	75	10	11	6	3
ENSMUSG00000020712	5	0	0	1	19	11	17	10
ENSMUSG00000020713	0	0	0	0	0	0	0	2
ENSMUSG00000020715	1241	535	1048	1584	1421	3111	3446	2077
ENSMUSG00000020716	236	145	125	199	261	227	121	157
ENSMUSG00000020717	8758	6379	8322	7379	9009	9638	5826	6371
ENSMUSG00000020718	820	677	480	654	596	736	602	618
ENSMUSG00000020719	25362	12458	18944	33771	20394	23751	13634	16432
ENSMUSG00000020720	6127	5631	4918	5832	6073	11057	7908	6020
ENSMUSG00000020721	1509	605	484	1133	1287	1239	1397	1094
ENSMUSG00000020722	5	0	3	3	0	0	0	0
ENSMUSG00000020723	311	129	295	376	84	60	31	16
ENSMUSG00000020728	156	114	73	92	116	77	32	93
ENSMUSG00000020732	9820	3492	6880	8586	9220	7733	7346	7986
ENSMUSG00000020733	1579	909	1042	1302	1341	832	903	977
ENSMUSG00000020734	167	17	72	232	189	62	43	113
ENSMUSG00000020736	732	938	704	671	633	947	790	611
ENSMUSG00000020737	1093	1164	1156	1099	799	1284	1159	896
ENSMUSG00000020738	6417	6501	5084	6179	5594	5886	3700	4702
ENSMUSG00000020739	1708	1154	901	1350	1454	1145	1312	1101
ENSMUSG00000020740	1394	321	688	1409	1376	1087	1465	1219
ENSMUSG00000020741	1628	200	695	1212	1661	1002	1528	1261
ENSMUSG00000020743	616	393	412	593	641	491	273	491
ENSMUSG00000020744	1059	640	562	774	957	933	985	817
ENSMUSG00000020745	1760	871	1260	1949	1554	2660	1775	1789
ENSMUSG00000020747	1004	123	402	945	929	707	542	701
ENSMUSG00000020752	477	73	171	429	408	334	354	382
ENSMUSG00000020755	1557	756	905	1138	1471	1455	1323	1109
ENSMUSG00000020758	68	22	92	96	33	19	31	30
ENSMUSG00000020766	75	47	133	88	43	40	51	49
ENSMUSG00000020770	1141	205	491	972	1236	799	782	701
ENSMUSG00000020773	411	126	350	554	21	27	0	24
ENSMUSG00000020774	25	24	43	54	16	18	7	16
ENSMUSG00000020775	2106	1558	1866	1703	1952	2249	2320	1829
ENSMUSG00000020776	723	170	272	712	479	431	411	419
ENSMUSG00000020777	2789	555	1448	2106	2771	2483	2907	2464
ENSMUSG00000020778	1124	1244	925	974	1020	1124	750	809
ENSMUSG00000020780	10597	3978	5503	8602	11894	12775	15597	11260
ENSMUSG00000020781	1084	603	712	952	830	791	859	753
ENSMUSG00000020782	4132	638	2090	3915	3716	2828	3020	2962
ENSMUSG00000020783	682	350	347	574	741	655	467	504
ENSMUSG00000020785	319	44	61	108	279	247	214	181
ENSMUSG00000020787	13	29	99	110	89	69	262	121
ENSMUSG00000020788	16875	1545	7551	13088	22604	14466	18346	21444
ENSMUSG00000020790	772	233	549	876	673	625	607	440
ENSMUSG00000020792	3143	1684	2096	2186	3321	3072	3331	2759
ENSMUSG00000020793	13	15	7	13	14	48	57	29
ENSMUSG00000020794	3208	1946	1979	3125	2919	3733	2567	2608
ENSMUSG00000020798	0	4	10	3	0	1	5	1
ENSMUSG00000020799	9	21	10	4	17	17	5	5
ENSMUSG00000020801	1081	1441	718	1106	965	1095	750	766
ENSMUSG00000020802	1432	298	505	1093	1441	1327	1194	1183
ENSMUSG00000020803	2991	3302	2787	2958	3457	3842	3281	2778
ENSMUSG00000020804	4	1	0	8	2	6	6	2
ENSMUSG00000020805	0	0	0	7	0	0	0	0
ENSMUSG00000020806	203	54	89	101	115	54	72	45
ENSMUSG00000020807	435	265	205	292	301	234	302	322
ENSMUSG00000020808	50	9	37	49	53	32	11	57
ENSMUSG00000020810	277	198	430	371	9	1	6	0
ENSMUSG00000020811	338	55	111	199	254	67	153	203
ENSMUSG00000020812	139	217	126	189	125	97	128	104
ENSMUSG00000020814	314	148	206	242	214	60	27	86
ENSMUSG00000020817	1749	1316	853	1771	1916	1970	1789	1661
ENSMUSG00000020818	3627	1198	2394	3013	4222	5323	5798	4742
ENSMUSG00000020821	83	61	93	83	77	54	50	46
ENSMUSG00000020823	1850	342	718	1719	1992	1050	1431	1345
ENSMUSG00000020826	0	0	5	23	0	1	0	0
ENSMUSG00000020827	516	131	474	694	337	610	614	672
ENSMUSG00000020828	132	70	114	141	48	39	34	29
ENSMUSG00000020829	762	330	698	714	886	1081	1260	936
ENSMUSG00000020830	1	4	5	0	0	0	0	0
ENSMUSG00000020831	1186	1604	1020	1016	1046	974	867	800
ENSMUSG00000020832	1051	437	778	905	766	824	667	713
ENSMUSG00000020834	376	181	266	308	333	306	245	334
ENSMUSG00000020836	10	1	0	8	2	1	1	1
ENSMUSG00000020838	0	0	0	1	5	0	1	10
ENSMUSG00000020839	4	7	10	10	0	0	0	7
ENSMUSG00000020840	2439	1224	1494	2086	2322	2063	1943	1957
ENSMUSG00000020841	1473	408	508	1135	1324	1523	1372	1203
ENSMUSG00000020843	1400	1408	1292	1399	1265	1977	1764	1369
ENSMUSG00000020844	270	192	300	318	251	450	429	311
ENSMUSG00000020846	561	325	313	611	367	358	444	239
ENSMUSG00000020847	5102	1527	3641	4238	4140	3088	3564	3774
ENSMUSG00000020848	6	2	5	3	8	20	16	11
ENSMUSG00000020849	21181	9897	16791	19609	18907	24535	18190	17297
ENSMUSG00000020850	1903	485	857	1952	1691	1585	1208	2041
ENSMUSG00000020857	5715	6008	6052	4744	6498	11002	9344	6382
ENSMUSG00000020859	873	616	403	1016	917	870	679	774
ENSMUSG00000020863	1699	1804	732	2127	1692	1920	948	1277
ENSMUSG00000020864	3567	924	1850	3535	3700	3269	2953	3512
ENSMUSG00000020865	58	30	113	71	40	22	81	42
ENSMUSG00000020866	20	12	27	14	7	4	3	5
ENSMUSG00000020867	5	0	0	0	0	0	0	2
ENSMUSG00000020868	713	73	417	606	470	378	359	425
ENSMUSG00000020869	13372	3768	6769	9388	16011	14513	21537	15665
ENSMUSG00000020870	1	0	2	2	2	1	3	1
ENSMUSG00000020871	0	0	0	0	0	0	0	0
ENSMUSG00000020872	1	0	0	4	0	1	0	1
ENSMUSG00000020873	14117	11198	15573	13324	17100	41669	35800	23502
ENSMUSG00000020875	2	0	1	1	1	0	1	2
ENSMUSG00000020876	924	357	472	676	931	658	829	964
ENSMUSG00000020877	448	330	393	351	441	399	455	345
ENSMUSG00000020878	83	49	81	58	74	59	54	106
ENSMUSG00000020882	467	105	330	435	249	403	328	320
ENSMUSG00000020883	738	305	379	712	574	584	598	530
ENSMUSG00000020884	5	1	3	0	0	16	3	1
ENSMUSG00000020886	83	74	175	192	69	179	125	133
ENSMUSG00000020887	4	2	0	5	4	11	8	3
ENSMUSG00000020888	864	216	375	725	837	330	554	483
ENSMUSG00000020889	1255	303	1348	1255	1518	1283	1821	1481
ENSMUSG00000020890	59	16	43	38	62	52	44	51
ENSMUSG00000020891	46	8	31	26	49	7	63	20
ENSMUSG00000020892	81	35	34	49	71	49	55	26
ENSMUSG00000020893	346	197	456	599	225	219	297	347
ENSMUSG00000020894	11797	5373	9321	11593	12936	14036	11911	11625
ENSMUSG00000020895	3329	4461	3217	3235	2896	3772	2946	2737
ENSMUSG00000020897	30	18	12	26	50	27	40	56
ENSMUSG00000020898	917	151	424	731	627	720	745	692
ENSMUSG00000020899	612	673	314	636	481	788	452	521
ENSMUSG00000020900	466	184	256	674	365	332	326	425
ENSMUSG00000020901	338	47	134	196	334	473	435	327
ENSMUSG00000020902	46	32	58	44	47	147	157	85
ENSMUSG00000020903	1506	1661	1237	1397	1522	2111	1548	1267
ENSMUSG00000020904	69	109	83	82	44	43	26	37
ENSMUSG00000020905	73	7	55	32	69	67	114	43
ENSMUSG00000020907	0	0	0	1	0	0	0	0
ENSMUSG00000020908	0	0	0	0	0	0	0	0
ENSMUSG00000020910	847	563	469	786	831	1042	875	693
ENSMUSG00000020911	297	105	343	133	58	67	75	37
ENSMUSG00000020912	0	0	0	0	0	4	1	1
ENSMUSG00000020913	0	0	0	0	0	0	0	0
ENSMUSG00000020914	182	85	30	155	303	106	63	175
ENSMUSG00000020916	3	0	0	0	0	0	3	1
ENSMUSG00000020917	58522	5386	18257	38497	76948	33524	49180	51086
ENSMUSG00000020918	1147	240	669	1269	1323	822	871	733
ENSMUSG00000020919	2760	361	1152	2184	2317	1259	1934	1767
ENSMUSG00000020921	850	531	652	700	667	781	826	921
ENSMUSG00000020922	947	881	1030	1113	1472	1627	1667	1311
ENSMUSG00000020923	2801	992	1345	2059	2729	1356	1763	2040
ENSMUSG00000020925	1345	645	744	1269	1256	1555	1071	1168
ENSMUSG00000020926	187	60	173	207	193	485	349	296
ENSMUSG00000020928	110	169	126	250	0	0	3	0
ENSMUSG00000020929	2420	632	1018	1711	2213	1703	1992	1631
ENSMUSG00000020930	189	159	153	155	200	165	136	150
ENSMUSG00000020932	17	7	35	18	0	0	1	6
ENSMUSG00000020935	891	421	1146	899	686	684	471	735
ENSMUSG00000020936	2660	1172	1526	2141	3008	3105	3302	2320
ENSMUSG00000020937	70	15	47	47	29	87	96	94
ENSMUSG00000020940	402	433	457	307	379	386	293	279
ENSMUSG00000020941	212	46	142	201	188	137	145	208
ENSMUSG00000020945	1	0	0	1	2	2	2	1
ENSMUSG00000020946	10593	2742	4059	6593	12761	8666	10610	9559
ENSMUSG00000020948	414	209	120	291	380	314	217	279
ENSMUSG00000020949	2609	3654	2412	2763	2142	2897	1917	2104
ENSMUSG00000020950	13	14	23	28	16	7	18	39
ENSMUSG00000020952	12986	8853	5999	10442	14588	19721	13508	13082
ENSMUSG00000020953	0	1	1	0	0	0	1	0
ENSMUSG00000020954	3586	1407	1633	3238	3738	3625	2808	3018
ENSMUSG00000020955	890	1034	757	903	825	1134	727	741
ENSMUSG00000020956	1284	1346	1040	1206	1331	1812	1374	1273
ENSMUSG00000020961	221	120	111	141	155	183	140	79
ENSMUSG00000020962	1266	757	948	1798	1318	1402	949	1099
ENSMUSG00000020963	3	4	2	10	6	3	5	3
ENSMUSG00000020964	6781	1897	3282	6080	9332	9396	12942	10145
ENSMUSG00000020973	531	478	588	611	504	623	596	480
ENSMUSG00000020974	38	35	15	40	45	43	18	38
ENSMUSG00000020978	5874	3885	5020	5992	5600	10056	7858	6369
ENSMUSG00000020982	3363	2392	1210	2472	3707	3408	2408	2586
ENSMUSG00000020986	1980	649	936	1658	1551	1412	1484	1442
ENSMUSG00000020988	647	164	278	559	730	703	680	662
ENSMUSG00000020990	154	134	47	120	177	120	97	159
ENSMUSG00000020992	45	63	10	33	48	33	15	35
ENSMUSG00000020993	4128	3517	2678	4043	4631	6196	4385	3882
ENSMUSG00000020994	2016	2060	897	2244	2291	2118	1292	1708
ENSMUSG00000021000	8413	3295	4660	6353	9591	10062	9898	9388
ENSMUSG00000021003	535	157	293	545	578	563	622	465
ENSMUSG00000021007	434	327	249	394	440	453	279	272
ENSMUSG00000021009	291	68	146	337	291	211	215	274
ENSMUSG00000021010	112	62	62	104	117	36	68	91
ENSMUSG00000021012	8935	3698	3854	5920	9351	6625	7151	6880
ENSMUSG00000021013	2009	847	714	1525	2119	1172	1003	1281
ENSMUSG00000021018	583	724	514	609	468	754	586	464
ENSMUSG00000021020	9287	3796	5107	7403	13018	13778	10754	9776
ENSMUSG00000021022	1152	953	1148	1322	1345	2708	2109	1557
ENSMUSG00000021023	615	243	388	539	562	685	574	487
ENSMUSG00000021024	4278	5021	3894	4166	4261	6459	5235	3910
ENSMUSG00000021025	3505	2949	3338	4182	2400	2150	2132	2417
ENSMUSG00000021027	1668	517	279	1240	1476	937	720	1060
ENSMUSG00000021028	835	776	667	824	563	967	503	595
ENSMUSG00000021032	58	55	20	67	60	48	22	12
ENSMUSG00000021033	7262	4628	5547	5851	6681	6752	5768	5812
ENSMUSG00000021036	1337	626	813	1287	1343	1774	1526	1306
ENSMUSG00000021037	5512	4186	4352	5146	4562	5893	4807	4325
ENSMUSG00000021038	1646	478	881	1193	1836	1385	1773	1537
ENSMUSG00000021039	3883	3452	2653	3429	3780	4064	3586	3017
ENSMUSG00000021040	1100	1869	1011	1042	889	1497	1112	941
ENSMUSG00000021041	125	354	101	238	108	282	189	192
ENSMUSG00000021044	584	211	430	521	669	483	703	513
ENSMUSG00000021047	100	79	38	129	106	90	57	74
ENSMUSG00000021048	5330	856	1718	3315	6635	2185	2286	3722
ENSMUSG00000021051	1342	181	394	823	1496	1524	391	1026
ENSMUSG00000021054	7664	1617	3131	5510	8368	7812	8010	7792
ENSMUSG00000021055	13	8	6	9	15	15	7	8
ENSMUSG00000021056	0	3	0	0	0	0	0	0
ENSMUSG00000021057	313	478	190	372	381	458	220	219
ENSMUSG00000021061	156	66	89	97	134	229	239	142
ENSMUSG00000021062	119	26	22	79	26	21	50	21
ENSMUSG00000021065	776	192	287	664	1214	944	816	729
ENSMUSG00000021066	829	347	388	550	824	1429	1092	857
ENSMUSG00000021067	247	196	165	322	233	361	285	240
ENSMUSG00000021068	130	60	73	213	130	146	52	102
ENSMUSG00000021069	402	194	184	399	177	69	106	86
ENSMUSG00000021070	48	5	23	50	9	10	13	0
ENSMUSG00000021071	739	161	308	609	1049	564	764	654
ENSMUSG00000021072	9629	4796	5871	9857	10223	13831	10434	10163
ENSMUSG00000021076	4829	3335	3180	4174	5013	6255	4929	4087
ENSMUSG00000021078	0	0	1	0	0	2	3	0
ENSMUSG00000021079	578	614	499	578	554	657	415	350
ENSMUSG00000021081	4	0	0	2	0	1	0	0
ENSMUSG00000021086	0	0	0	0	0	0	0	0
ENSMUSG00000021087	1584	652	1267	1658	1351	1015	805	701
ENSMUSG00000021090	10	41	1	27	3	19	51	0
ENSMUSG00000021091	79	82	171	137	71	91	107	21
ENSMUSG00000021094	5200	5485	6000	4467	5242	13975	12326	6922
ENSMUSG00000021095	0	2	0	0	0	0	0	0
ENSMUSG00000021096	2316	983	1335	1791	1856	1883	2049	1754
ENSMUSG00000021097	41	34	39	73	62	44	9	13
ENSMUSG00000021098	0	11	4	15	1	6	4	4
ENSMUSG00000021099	10	3	0	8	1	10	4	0
ENSMUSG00000021101	0	0	0	0	0	0	0	0
ENSMUSG00000021102	3773	4390	2746	3302	4642	3947	2649	3548
ENSMUSG00000021103	873	860	957	1057	852	1109	734	712
ENSMUSG00000021108	325	67	271	431	20	17	15	6
ENSMUSG00000021109	3478	763	1301	2951	3454	2181	1917	2612
ENSMUSG00000021111	8548	3744	4078	7970	7814	6178	5138	6232
ENSMUSG00000021112	1042	426	177	619	1246	743	490	596
ENSMUSG00000021113	705	582	490	793	613	717	449	470
ENSMUSG00000021114	6804	5772	3972	5649	7778	9905	7183	6515
ENSMUSG00000021115	950	640	630	1034	1180	872	596	833
ENSMUSG00000021116	3843	2950	2593	3225	4105	5774	4235	3484
ENSMUSG00000021118	83	65	37	41	101	25	31	48
ENSMUSG00000021120	1125	645	468	900	1373	1114	766	1132
ENSMUSG00000021123	55	59	60	46	48	47	79	63
ENSMUSG00000021124	5241	6698	4578	5180	5148	9913	7131	5687
ENSMUSG00000021125	26	2	5	7	11	7	22	10
ENSMUSG00000021127	253	144	161	227	32	16	19	2
ENSMUSG00000021130	48	3	42	80	8	0	4	0
ENSMUSG00000021131	3014	4460	2575	2816	2785	3683	2634	2442
ENSMUSG00000021133	1099	165	512	951	795	576	692	887
ENSMUSG00000021134	13026	8213	9702	13839	12556	13307	8871	8741
ENSMUSG00000021135	17	16	0	18	2	10	5	2
ENSMUSG00000021136	453	159	664	640	422	2078	1534	882
ENSMUSG00000021139	326	227	256	365	402	534	386	321
ENSMUSG00000021140	415	110	207	519	417	401	275	413
ENSMUSG00000021143	708	185	290	625	665	280	361	448
ENSMUSG00000021144	1147	267	830	1117	1035	680	734	848
